x,x/log(x),sqrt(x),(log(x))^2
177000000,27.399174119407174,NAN,0
178000000,27.40730200029057,NAN,0
179000000,27.415384346588432,NAN,0
180000000,27.42342166565385,NAN,0
181000000,27.43141445640738,NAN,0
182000000,27.43936320952287,NAN,0
183000000,27.447268407608217,NAN,0
184000000,27.45513052538119,NAN,0
185000000,27.46295002984049,NAN,0
186000000,27.47072738043221,NAN,0
187000000,27.478463029211813,NAN,0
188000000,27.486157421001813,NAN,0
189000000,27.49381099354525,NAN,0
190000000,27.50142417765512,NAN,0
191000000,27.508997397359927,NAN,0
192000000,27.516531070045332,NAN,0
193000000,27.524025606592257,NAN,0
194000000,27.531481411511304,NAN,0
195000000,27.538898883073784,NAN,0
196000000,27.546278413439385,NAN,0
197000000,27.553620388780548,NAN,0
198000000,27.560925189403783,NAN,0
199000000,27.568193189867827,NAN,0
200000000,27.5754247590989,NAN,0
201000000,27.582620260503102,NAN,0
202000000,27.58978005207597,NAN,0
203000000,27.59690448650935,NAN,0
204000000,27.60399391129567,NAN,0
205000000,27.61104866882962,NAN,0
206000000,27.618069096507394,NAN,0
207000000,27.6250555268235,NAN,0
208000000,27.632008287465265,NAN,0
209000000,27.638927701405056,NAN,0
210000000,27.6458140869903,NAN,0
211000000,27.65266775803136,NAN,0
212000000,27.65948902388737,NAN,0
213000000,27.666278189550013,NAN,0
214000000,27.67303555572532,NAN,0
215000000,27.679761418913632,NAN,0
216000000,27.686456071487648,NAN,0
217000000,27.693119801768656,NAN,0
218000000,27.6997528941011,NAN,0
219000000,27.706355628925348,NAN,0
220000000,27.712928282848836,NAN,0
221000000,27.719471128715604,NAN,0
222000000,27.72598443567428,NAN,0
223000000,27.73246846924448,NAN,0
224000000,27.73892349138178,NAN,0
225000000,27.745349760541213,NAN,0
226000000,27.751747531739365,NAN,0
227000000,27.75811705661509,NAN,0
228000000,27.764458583488913,NAN,0
229000000,27.77077235742112,NAN,0
230000000,27.77705862026855,NAN,0
231000000,27.783317610740234,NAN,0
232000000,27.789549564451747,NAN,0
233000000,27.795754713978454,NAN,0
234000000,27.80193328890758,NAN,0
235000000,27.808085515889175,NAN,0
236000000,27.814211618686016,NAN,0
237000000,27.820311818222436,NAN,0
238000000,27.82638633263212,NAN,0
239000000,27.832435377304925,NAN,0
240000000,27.838459164932694,NAN,0
241000000,27.844457905554137,NAN,0
242000000,27.85043180659877,NAN,0
243000000,27.856381072929953,NAN,0
244000000,27.86230590688706,NAN,0
245000000,27.868206508326743,NAN,0
246000000,27.874083074663414,NAN,0
247000000,27.879935800908854,NAN,0
248000000,27.88576487971105,NAN,0
249000000,27.891570501392255,NAN,0
250000000,27.89735285398626,NAN,0
251000000,27.903112123274948,NAN,0
252000000,27.90884849282409,NAN,0
253000000,27.914562144018486,NAN,0
254000000,27.92025325609634,NAN,0
255000000,27.925922006183033,NAN,0
256000000,27.931568569324174,NAN,0
257000000,27.937193118518053,NAN,0
258000000,27.942795824747428,NAN,0
259000000,27.94837685701073,NAN,0
260000000,27.953936382352627,NAN,0
261000000,27.95947456589406,NAN,0
262000000,27.964991570861624,NAN,0
263000000,27.970487558616476,NAN,0
264000000,27.975962688682632,NAN,0
265000000,27.98141711877474,NAN,0
266000000,27.98685100482537,NAN,0
267000000,27.99226450101173,NAN,0
268000000,27.997657759781944,NAN,0
269000000,28.0030309318808,NAN,0
270000000,28.008384166375006,NAN,0
271000000,28.01371761067805,NAN,0
272000000,28.019031410574513,NAN,0
273000000,28.024325710244025,NAN,0
274000000,28.029600652284703,NAN,0
275000000,28.034856377736197,NAN,0
276000000,28.040093026102344,NAN,0
277000000,28.045310735373363,NAN,0
278000000,28.050509642047682,NAN,0
279000000,28.055689881153363,NAN,0
280000000,28.06085158626914,NAN,0
281000000,28.065994889545102,NAN,0
282000000,28.071119921722968,NAN,0
283000000,28.076226812156058,NAN,0
284000000,28.081315688828855,NAN,0
285000000,28.086386678376282,NAN,0
286000000,28.091439906102565,NAN,0
287000000,28.09647549599986,NAN,0
288000000,28.10149357076649,NAN,0
289000000,28.106494251824856,NAN,0
290000000,28.111477659339112,NAN,0
291000000,28.11644391223246,NAN,0
292000000,28.121393128204193,NAN,0
293000000,28.126325423746422,NAN,0
294000000,28.13124091416054,NAN,0
295000000,28.13613971357338,NAN,0
296000000,28.141021934953123,NAN,0
297000000,28.145887690124944,NAN,0
298000000,28.150737089786336,NAN,0
299000000,28.155570243522277,NAN,0
300000000,28.160387259820055,NAN,0
301000000,28.16518824608388,NAN,0
302000000,28.16997330864925,NAN,0
303000000,28.174742552797127,NAN,0
304000000,28.179496082767763,NAN,0
305000000,28.184234001774424,NAN,0
306000000,28.188956412016825,NAN,0
307000000,28.193663414694353,NAN,0
308000000,28.198355110019076,NAN,0
309000000,28.203031597228552,NAN,0
310000000,28.207692974598412,NAN,0
311000000,28.212339339454775,NAN,0
312000000,28.216970788186423,NAN,0
313000000,28.221587416256792,NAN,0
314000000,28.226189318215802,NAN,0
315000000,28.230776587711453,NAN,0
316000000,28.235349317501278,NAN,0
317000000,28.23990759946358,NAN,0
318000000,28.244451524608532,NAN,0
319000000,28.248981183089043,NAN,0
320000000,28.253496664211536,NAN,0
321000000,28.25799805644648,NAN,0
322000000,28.26248544743879,NAN,0
323000000,28.266958924018102,NAN,0
324000000,28.271418572208802,NAN,0
325000000,28.275864477239992,NAN,0
326000000,28.28029672355525,NAN,0
327000000,28.284715394822257,NAN,0
328000000,28.289120573942256,NAN,0
329000000,28.293512343059415,NAN,0
330000000,28.29789078356999,NAN,0
331000000,28.30225597613139,NAN,0
332000000,28.306608000671098,NAN,0
333000000,28.310946936395435,NAN,0
334000000,28.315272861798228,NAN,0
335000000,28.319585854669313,NAN,0
336000000,28.323885992102934,NAN,0
337000000,28.328173350506034,NAN,0
338000000,28.33244800560636,NAN,0
339000000,28.33671003246052,NAN,0
340000000,28.34095950546188,NAN,0
341000000,28.345196498348347,NAN,0
342000000,28.34942108421007,NAN,0
343000000,28.35363333549699,NAN,0
344000000,28.357833324026274,NAN,0
345000000,28.362021120989706,NAN,0
346000000,28.3661967969609,NAN,0
347000000,28.370360421902433,NAN,0
348000000,28.374512065172905,NAN,0
349000000,28.378651795533827,NAN,0
350000000,28.382779681156503,NAN,0
351000000,28.386895789628735,NAN,0
352000000,28.391000187961474,NAN,0
353000000,28.395092942595355,NAN,0
354000000,28.39917411940717,NAN,0
355000000,28.40324378371622,NAN,0
356000000,28.407302000290574,NAN,0
357000000,28.411348833353273,NAN,0
358000000,28.415384346588432,NAN,0
359000000,28.419408603147225,NAN,0
360000000,28.423421665653848,NAN,0
361000000,28.427423596211344,NAN,0
362000000,28.431414456407378,NAN,0
363000000,28.43539430731993,NAN,0
364000000,28.439363209522874,NAN,0
365000000,28.443321223091555,NAN,0
366000000,28.447268407608217,NAN,0
367000000,28.451204822167387,NAN,0
368000000,28.455130525381186,NAN,0
369000000,28.45904557538457,NAN,0
370000000,28.462950029840485,NAN,0
371000000,28.46684394594498,NAN,0
372000000,28.470727380432205,NAN,0
373000000,28.47460038957941,NAN,0
374000000,28.47846302921181,NAN,0
375000000,28.482315354707417,NAN,0
376000000,28.48615742100181,NAN,0
377000000,28.489989282592838,NAN,0
378000000,28.493810993545246,NAN,0
379000000,28.497622607495266,NAN,0
380000000,28.501424177655124,NAN,0
381000000,28.505215756817496,NAN,0
382000000,28.508997397359924,NAN,0
383000000,28.51276915124913,NAN,0
384000000,28.516531070045332,NAN,0
385000000,28.520283204906438,NAN,0
386000000,28.524025606592254,NAN,0
387000000,28.527758325468586,NAN,0
388000000,28.5314814115113,NAN,0
389000000,28.535194914310363,NAN,0
390000000,28.538898883073788,NAN,0
391000000,28.542593366631525,NAN,0
392000000,28.54627841343938,NAN,0
393000000,28.54995407158278,NAN,0
394000000,28.55362038878055,NAN,0
395000000,28.55727741238864,NAN,0
396000000,28.560925189403786,NAN,0
397000000,28.564563766467135,NAN,0
398000000,28.568193189867824,NAN,0
399000000,28.571813505546523,NAN,0
400000000,28.575424759098897,NAN,0
401000000,28.579026995779095,NAN,0
402000000,28.582620260503106,NAN,0
403000000,28.586204597852145,NAN,0
404000000,28.58978005207597,NAN,0
405000000,28.593346667096164,NAN,0
406000000,28.596904486509352,NAN,0
407000000,28.60045355359042,NAN,0
408000000,28.603993911295667,NAN,0
409000000,28.607525602265927,NAN,0
410000000,28.611048668829625,NAN,0
411000000,28.614563153005857,NAN,0
412000000,28.618069096507394,NAN,0
413000000,28.621566540743622,NAN,0
414000000,28.625055526823502,NAN,0
415000000,28.628536095558463,NAN,0
416000000,28.63200828746527,NAN,0
417000000,28.635472142768837,NAN,0
418000000,28.63892770140506,NAN,0
419000000,28.642375003023528,NAN,0
420000000,28.645814086990296,NAN,0
421000000,28.64924499239057,NAN,0
422000000,28.65266775803136,NAN,0
423000000,28.656082422444122,NAN,0
424000000,28.659489023887375,NAN,0
425000000,28.66288760034924,NAN,0
426000000,28.666278189550017,NAN,0
427000000,28.669660828944668,NAN,0
428000000,28.673035555725324,NAN,0
429000000,28.67640240682372,NAN,0
430000000,28.679761418913635,NAN,0
431000000,28.68311262841327,NAN,0
432000000,28.686456071487644,NAN,0
433000000,28.6897917840509,NAN,0
434000000,28.693119801768653,NAN,0
435000000,28.696440160060266,NAN,0
436000000,28.699752894101103,NAN,0
437000000,28.703058038824775,NAN,0
438000000,28.706355628925348,NAN,0
439000000,28.709645698859532,NAN,0
440000000,28.712928282848832,NAN,0
441000000,28.716203414881694,NAN,0
442000000,28.719471128715607,NAN,0
443000000,28.722731457879192,NAN,0
444000000,28.725984435674278,NAN,0
445000000,28.729230095177936,NAN,0
446000000,28.73246846924448,NAN,0
447000000,28.735699590507494,NAN,0
448000000,28.738923491381776,NAN,0
449000000,28.742140204065322,NAN,0
450000000,28.74534976054121,NAN,0
451000000,28.748552192579556,NAN,0
452000000,28.751747531739362,NAN,0
453000000,28.754935809370412,NAN,0
454000000,28.758117056615088,NAN,0
455000000,28.761291304410236,NAN,0
456000000,28.764458583488917,NAN,0
457000000,28.767618924382244,NAN,0
458000000,28.770772357421116,NAN,0
459000000,28.77391891273798,NAN,0
460000000,28.777058620268548,NAN,0
461000000,28.780191509753514,NAN,0
462000000,28.78331761074023,NAN,0
463000000,28.78643695258441,NAN,0
464000000,28.789549564451747,NAN,0
465000000,28.792655475319567,NAN,0
466000000,28.795754713978454,NAN,0
467000000,28.79884730903384,NAN,0
468000000,28.80193328890758,NAN,0
469000000,28.805012681839553,NAN,0
470000000,28.808085515889175,NAN,0
471000000,28.81115181893696,NAN,0
472000000,28.814211618686016,NAN,0
473000000,28.81726494266357,NAN,0
474000000,28.820311818222436,NAN,0
475000000,28.823352272542486,NAN,0
476000000,28.82638633263212,NAN,0
477000000,28.829414025329687,NAN,0
478000000,28.832435377304925,NAN,0
479000000,28.835450415060354,NAN,0
480000000,28.83845916493269,NAN,0
481000000,28.841461653094218,NAN,0
482000000,28.844457905554137,NAN,0
483000000,28.847447948159946,NAN,0
484000000,28.85043180659877,NAN,0
485000000,28.853409506398663,NAN,0
486000000,28.856381072929956,NAN,0
487000000,28.859346531406516,NAN,0
488000000,28.862305906887062,NAN,0
489000000,28.86525922427641,NAN,0
490000000,28.868206508326747,NAN,0
491000000,28.871147783638868,NAN,0
492000000,28.874083074663414,NAN,0
493000000,28.877012405702086,NAN,0
494000000,28.87993580090885,NAN,0
495000000,28.882853284291148,NAN,0
496000000,28.885764879711047,NAN,0
497000000,28.88867061088646,NAN,0
498000000,28.89157050139226,NAN,0
499000000,28.894464574661434,NAN,0
500000000,28.897352853986263,NAN,0
501000000,28.900235362519382,NAN,0
502000000,28.903112123274944,NAN,0
503000000,28.905983159129704,NAN,0
504000000,28.908848492824088,NAN,0
505000000,28.911708146963335,NAN,0
506000000,28.914562144018486,NAN,0
507000000,28.917410506327517,NAN,0
508000000,28.92025325609634,NAN,0
509000000,28.923090415399873,NAN,0
510000000,28.925922006183036,NAN,0
511000000,28.928748050261795,NAN,0
512000000,28.931568569324174,NAN,0
513000000,28.93438358493123,NAN,0
514000000,28.937193118518053,NAN,0
515000000,28.939997191394752,NAN,0
516000000,28.94279582474743,NAN,0
517000000,28.945589039639106,NAN,0
518000000,28.94837685701073,NAN,0
519000000,28.951159297682054,NAN,0
520000000,28.95393638235263,NAN,0
521000000,28.95670813160268,NAN,0
522000000,28.959474565894062,NAN,0
523000000,28.962235705571114,NAN,0
524000000,28.964991570861628,NAN,0
525000000,28.96774218187766,NAN,0
526000000,28.97048755861648,NAN,0
527000000,28.973227720961393,NAN,0
528000000,28.97596268868263,NAN,0
529000000,28.9786924814382,NAN,0
530000000,28.981417118774736,NAN,0
531000000,28.984136620128332,NAN,0
532000000,28.986851004825365,NAN,0
533000000,28.98956029208335,NAN,0
534000000,28.99226450101173,NAN,0
535000000,28.994963650612682,NAN,0
536000000,28.997657759781948,NAN,0
537000000,29.00034684730959,NAN,0
538000000,29.003030931880797,NAN,0
539000000,29.00571003207668,NAN,0
540000000,29.008384166375006,NAN,0
541000000,29.01105335315099,NAN,0
542000000,29.013717610678047,NAN,0
543000000,29.016376957128536,NAN,0
544000000,29.019031410574517,NAN,0
545000000,29.021680988988464,NAN,0
546000000,29.024325710244028,NAN,0
547000000,29.026965592116728,NAN,0
548000000,29.0296006522847,NAN,0
549000000,29.032230908329375,NAN,0
550000000,29.0348563777362,NAN,0
551000000,29.037477077895335,NAN,0
552000000,29.040093026102344,NAN,0
553000000,29.04270423955888,NAN,0
554000000,29.045310735373363,NAN,0
555000000,29.047912530561646,NAN,0
556000000,29.050509642047682,NAN,0
557000000,29.053102086664207,NAN,0
558000000,29.055689881153363,NAN,0
559000000,29.058273042167365,NAN,0
560000000,29.060851586269145,NAN,0
561000000,29.063425529932964,NAN,0
562000000,29.0659948895451,NAN,0
563000000,29.068559681404405,NAN,0
564000000,29.07111992172297,NAN,0
565000000,29.073675626626724,NAN,0
566000000,29.076226812156058,NAN,0
567000000,29.078773494266404,NAN,0
568000000,29.08131568882886,NAN,0
569000000,29.083853411630756,NAN,0
570000000,29.08638667837628,NAN,0
571000000,29.08891550468702,NAN,0
572000000,29.091439906102565,NAN,0
573000000,29.093959898081078,NAN,0
574000000,29.096475495999865,NAN,0
575000000,29.098986715155913,NAN,0
576000000,29.101493570766486,NAN,0
577000000,29.103996077969658,NAN,0
578000000,29.106494251824852,NAN,0
579000000,29.10898810731341,NAN,0
580000000,29.11147765933911,NAN,0
581000000,29.113962922728703,NAN,0
582000000,29.11644391223246,NAN,0
583000000,29.11892064252467,NAN,0
584000000,29.121393128204193,NAN,0
585000000,29.123861383794942,NAN,0
586000000,29.126325423746422,NAN,0
587000000,29.128785262434228,NAN,0
588000000,29.131240914160543,NAN,0
589000000,29.133692393154636,NAN,0
590000000,29.136139713573378,NAN,0
591000000,29.138582889501706,NAN,0
592000000,29.141021934953127,NAN,0
593000000,29.143456863870178,NAN,0
594000000,29.14588769012494,NAN,0
595000000,29.14831442751948,NAN,0
596000000,29.150737089786336,NAN,0
597000000,29.153155690588978,NAN,0
598000000,29.15557024352228,NAN,0
599000000,29.15798076211296,NAN,0
600000000,29.16038725982006,NAN,0
601000000,29.16278975003536,NAN,0
602000000,29.165188246083876,NAN,0
603000000,29.16758276122426,NAN,0
604000000,29.169973308649254,NAN,0
605000000,29.172359901486132,NAN,0
606000000,29.174742552797124,NAN,0
607000000,29.177121275579857,NAN,0
608000000,29.17949608276776,NAN,0
609000000,29.181866987230507,NAN,0
610000000,29.184234001774424,NAN,0
611000000,29.186597139142904,NAN,0
612000000,29.18895641201683,NAN,0
613000000,29.191311833014954,NAN,0
614000000,29.193663414694356,NAN,0
615000000,29.19601116955078,NAN,0
616000000,29.198355110019072,NAN,0
617000000,29.20069524847359,NAN,0
618000000,29.20303159722855,NAN,0
619000000,29.20536416853844,NAN,0
620000000,29.207692974598416,NAN,0
621000000,29.210018027544656,NAN,0
622000000,29.21233933945478,NAN,0
623000000,29.214656922348176,NAN,0
624000000,29.216970788186423,NAN,0
625000000,29.219280948873624,NAN,0
626000000,29.221587416256792,NAN,0
627000000,29.223890202126213,NAN,0
628000000,29.226189318215802,NAN,0
629000000,29.228484776203466,NAN,0
630000000,29.230776587711457,NAN,0
631000000,29.233064764306725,NAN,0
632000000,29.235349317501278,NAN,0
633000000,29.237630258752517,NAN,0
634000000,29.239907599463585,NAN,0
635000000,29.242181350983703,NAN,0
636000000,29.24445152460853,NAN,0
637000000,29.246718131580476,NAN,0
638000000,29.248981183089043,NAN,0
639000000,29.25124069027117,NAN,0
640000000,29.25349666421154,NAN,0
641000000,29.255749115942915,NAN,0
642000000,29.25799805644648,NAN,0
643000000,29.260243496652123,NAN,0
644000000,29.262485447438795,NAN,0
645000000,29.26472391963479,NAN,0
646000000,29.2669589240181,NAN,0
647000000,29.269190471316683,NAN,0
648000000,29.2714185722088,NAN,0
649000000,29.273643237323316,NAN,0
650000000,29.275864477239992,NAN,0
651000000,29.278082302489807,NAN,0
652000000,29.280296723555253,NAN,0
653000000,29.282507750870604,NAN,0
654000000,29.284715394822257,NAN,0
655000000,29.28691966574899,NAN,0
656000000,29.28912057394226,NAN,0
657000000,29.291318129646505,NAN,0
658000000,29.29351234305942,NAN,0
659000000,29.295703224332225,NAN,0
660000000,29.29789078356999,NAN,0
661000000,29.30007503083187,NAN,0
662000000,29.302255976131395,NAN,0
663000000,29.304433629436762,NAN,0
664000000,29.3066080006711,NAN,0
665000000,29.308779099712726,NAN,0
666000000,29.31094693639544,NAN,0
667000000,29.31311152050876,NAN,0
668000000,29.315272861798228,NAN,0
669000000,29.317430969965635,NAN,0
670000000,29.31958585466931,NAN,0
671000000,29.32173752552436,NAN,0
672000000,29.323885992102937,NAN,0
673000000,29.326031263934492,NAN,0
674000000,29.328173350506034,NAN,0
675000000,29.33031226126237,NAN,0
676000000,29.33244800560636,NAN,0
677000000,29.33458059289917,NAN,0
678000000,29.33671003246052,NAN,0
679000000,29.33883633356891,NAN,0
680000000,29.34095950546188,NAN,0
681000000,29.343079557336242,NAN,0
682000000,29.345196498348347,NAN,0
683000000,29.347310337614264,NAN,0
684000000,29.34942108421007,NAN,0
685000000,29.351528747172065,NAN,0
686000000,29.353633335496987,NAN,0
687000000,29.355734858142274,NAN,0
688000000,29.357833324026274,NAN,0
689000000,29.35992874202847,NAN,0
690000000,29.362021120989706,NAN,0
691000000,29.364110469712436,NAN,0
692000000,29.3661967969609,NAN,0
693000000,29.368280111461388,NAN,0
694000000,29.370360421902436,NAN,0
695000000,29.372437736935044,NAN,0
696000000,29.374512065172905,NAN,0
697000000,29.3765834151926,NAN,0
698000000,29.37865179553383,NAN,0
699000000,29.38071721469961,NAN,0
700000000,29.382779681156503,NAN,0
701000000,29.3848392033348,NAN,0
702000000,29.38689578962874,NAN,0
703000000,29.38894944839671,NAN,0
704000000,29.39100018796147,NAN,0
705000000,29.393048016610333,NAN,0
706000000,29.395092942595358,NAN,0
707000000,29.397134974133575,NAN,0
708000000,29.399174119407174,NAN,0
709000000,29.40121038656369,NAN,0
710000000,29.40324378371622,NAN,0
711000000,29.40527431894359,NAN,0
712000000,29.40730200029057,NAN,0
713000000,29.409326835768063,NAN,0
714000000,29.411348833353276,NAN,0
715000000,29.413368000989927,NAN,0
716000000,29.415384346588432,NAN,0
717000000,29.41739787802608,NAN,0
718000000,29.419408603147225,NAN,0
719000000,29.421416529763473,NAN,0
720000000,29.42342166565385,NAN,0
721000000,29.425424018565,NAN,0
722000000,29.427423596211348,NAN,0
723000000,29.42942040627529,NAN,0
724000000,29.43141445640738,NAN,0
725000000,29.43340575422647,NAN,0
726000000,29.435394307319925,NAN,0
727000000,29.43738012324377,NAN,0
728000000,29.43936320952287,NAN,0
729000000,29.44134357365111,NAN,0
730000000,29.44332122309155,NAN,0
731000000,29.44529616527661,NAN,0
732000000,29.447268407608217,NAN,0
733000000,29.44923795745799,NAN,0
734000000,29.451204822167387,NAN,0
735000000,29.4531690090479,NAN,0
736000000,29.45513052538119,NAN,0
737000000,29.457089378419244,NAN,0
738000000,29.45904557538457,NAN,0
739000000,29.460999123470327,NAN,0
740000000,29.46295002984049,NAN,0
741000000,29.464898301630008,NAN,0
742000000,29.466843945944976,NAN,0
743000000,29.46878696986277,NAN,0
744000000,29.470727380432205,NAN,0
745000000,29.4726651846737,NAN,0
746000000,29.474600389579415,NAN,0
747000000,29.476533002113413,NAN,0
748000000,29.478463029211813,NAN,0
749000000,29.480390477782922,NAN,0
750000000,29.482315354707417,NAN,0
751000000,29.484237666838446,NAN,0
752000000,29.486157421001813,NAN,0
753000000,29.488074623996102,NAN,0
754000000,29.48998928259284,NAN,0
755000000,29.491901403536616,NAN,0
756000000,29.49381099354525,NAN,0
757000000,29.495718059309908,NAN,0
758000000,29.497622607495266,NAN,0
759000000,29.49952464473964,NAN,0
760000000,29.50142417765512,NAN,0
761000000,29.50332121282772,NAN,0
762000000,29.5052157568175,NAN,0
763000000,29.507107816158705,NAN,0
764000000,29.508997397359927,NAN,0
765000000,29.51088450690419,NAN,0
766000000,29.51276915124913,NAN,0
767000000,29.514651336827107,NAN,0
768000000,29.516531070045332,NAN,0
769000000,29.518408357286003,NAN,0
770000000,29.52028320490644,NAN,0
771000000,29.52215561923921,NAN,0
772000000,29.524025606592257,NAN,0
773000000,29.52589317324902,NAN,0
